weather_date,date,month_day,weekday,weather,highest_temp,lowest_temp,temp_difference,wind_direction,power,direction,air_quality,air_measure,air_degree
2020-02-27 周四,2020-02-27,02-27,周四,阴,15,11,4,东北风3级,东北风,3级,83 良,83,良
2020-02-28 周五,2020-02-28,02-28,周五,阴~小雨,15,11,4,东北风2级,东北风,2级,109 轻度,109,轻度
2020-02-29 周六,2020-02-29,02-29,周六,大雨~小雨,10,10,0,东北风2级,东北风,2级,27 优,27,优
2020-03-01 周日,2020-03-01,03-01,周日,多云,16,9,7,东北风3级,东北风,3级,43 优,43,优
2020-03-02 周一,2020-03-02,03-02,周一,多云~小雨,15,9,6,东北风3级,东北风,3级,45 优,45,优
2020-03-03 周二,2020-03-03,03-03,周二,中雨~小雨,8,8,0,东北风3级,东北风,3级,49 优,49,优
2020-03-04 周三,2020-03-04,03-04,周三,阴,11,8,3,东北风2级,东北风,2级,75 良,75,良
2020-03-05 周四,2020-03-05,03-05,周四,阴~小雨,15,10,5,东北风2级,东北风,2级,63 良,63,良
2020-03-06 周五,2020-03-06,03-06,周五,大雨~小雨,12,11,1,东南风1级,东南风,1级,44 优,44,优
2020-03-07 周六,2020-03-07,03-07,周六,阴~小雨,14,13,1,东北风1级,东北风,1级,25 优,25,优
2020-03-08 周日,2020-03-08,03-08,周日,中雨~大雨,14,14,0,东北风2级,东北风,2级,31 优,31,优
2020-03-09 周一,2020-03-09,03-09,周一,小雨~阴,16,10,6,北风3级,北风,3级,22 优,22,优
2020-03-10 周二,2020-03-10,03-10,周二,多云~晴,18,9,9,西北风3级,西北风,3级,56 良,56,良
2020-03-11 周三,2020-03-11,03-11,周三,阴~小雨,16,12,4,东南风1级,东南风,1级,67 良,67,良
2020-03-12 周四,2020-03-12,03-12,周四,小雨~阴,12,12,0,西南风1级,西南风,1级,55 良,55,良
2020-03-13 周五,2020-03-13,03-13,周五,多云,19,10,9,东北风3级,东北风,3级,40 优,40,优
2020-03-14 周六,2020-03-14,03-14,周六,晴,19,8,11,东北风2级,东北风,2级,54 良,54,良
2020-03-15 周日,2020-03-15,03-15,周日,晴~多云,21,12,9,西南风1级,西南风,1级,75 良,75,良
2020-03-16 周一,2020-03-16,03-16,周一,阴~小雨,17,13,4,东北风1级,东北风,1级,84 良,84,良
2020-03-17 周二,2020-03-17,03-17,周二,小雨~多云,16,12,4,西南风1级,西南风,1级,82 良,82,良
2020-03-18 周三,2020-03-18,03-18,周三,雾~晴,20,12,8,西南风2级,西南风,2级,86 良,86,良
2020-03-19 周四,2020-03-19,03-19,周四,多云~晴,25,12,13,东北风2级,东北风,2级,63 良,63,良
2020-03-20 周五,2020-03-20,03-20,周五,多云,26,16,10,东南风2级,东南风,2级,92 良,92,良
2020-03-21 周六,2020-03-21,03-21,周六,阴~中雨,28,20,8,西南风2级,西南风,2级,53 良,53,良
2020-03-22 周日,2020-03-22,03-22,周日,小雨,21,16,5,西北风3级,西北风,3级,29 优,29,优
2020-03-23 周一,2020-03-23,03-23,周一,阴,20,17,3,东北风2级,东北风,2级,77 良,77,良
2020-03-24 周二,2020-03-24,03-24,周二,阴~阵雨,19,18,1,东南风1级,东南风,1级,63 良,63,良
2020-03-25 周三,2020-03-25,03-25,周三,阴~小雨,25,19,6,西南风2级,西南风,2级,66 良,66,良
2020-03-26 周四,2020-03-26,03-26,周四,小雨~中雨,24,11,13,西南风3级,西南风,3级,47 优,47,优
2020-03-27 周五,2020-03-27,03-27,周五,小雨,16,8,8,东北风4级,东北风,4级,28 优,28,优
2020-03-28 周六,2020-03-28,03-28,周六,阴~小雨,8,8,0,东北风4级,东北风,4级,25 优,25,优
2020-03-29 周日,2020-03-29,03-29,周日,暴雨~小雨,7,6,1,东北风2级,东北风,2级,26 优,26,优
2020-03-30 周一,2020-03-30,03-30,周一,阴~小雨,11,9,2,东北风2级,东北风,2级,29 优,29,优
2020-03-31 周二,2020-03-31,03-31,周二,中雨~多云,10,8,2,西北风2级,西北风,2级,37 优,37,优
2020-04-01 周三,2020-04-01,04-01,周三,多云~阴,14,12,2,东北风2级,东北风,2级,38 优,38,优
2020-04-02 周四,2020-04-02,04-02,周四,小雨,15,12,3,东北风2级,东北风,2级,56 良,56,良
2020-04-03 周五,2020-04-03,04-03,周五,小雨,15,12,3,西北风1级,西北风,1级,74 良,74,良
2020-04-04 周六,2020-04-04,04-04,周六,多云~阴,19,13,6,东北风2级,东北风,2级,77 良,77,良
2020-04-05 周日,2020-04-05,04-05,周日,小雨,16,12,4,东北风2级,东北风,2级,84 良,84,良
2020-04-06 周一,2020-04-06,04-06,周一,多云,17,9,8,东北风1级,东北风,1级,81 良,81,良
2020-04-07 周二,2020-04-07,04-07,周二,多云~晴,23,12,11,东北风1级,东北风,1级,70 良,70,良
2020-04-08 周三,2020-04-08,04-08,周三,晴,25,14,11,东北风1级,东北风,1级,62 良,62,良
2020-04-09 周四,2020-04-09,04-09,周四,晴,26,15,11,东南风1级,东南风,1级,90 良,90,良
2020-04-10 周五,2020-04-10,04-10,周五,多云~大雨,26,15,11,东北风2级,东北风,2级,91 良,91,良
2020-04-11 周六,2020-04-11,04-11,周六,小雨~阴,13,9,4,东北风4级,东北风,4级,51 良,51,良
2020-04-12 周日,2020-04-12,04-12,周日,阴~晴,19,10,9,西北风3级,西北风,3级,45 优,45,优
2020-04-13 周一,2020-04-13,04-13,周一,晴~多云,22,11,11,西北风2级,西北风,2级,58 良,58,良
2020-04-14 周二,2020-04-14,04-14,周二,阴~多云,19,11,8,西南风1级,西南风,1级,73 良,73,良
2020-04-15 周三,2020-04-15,04-15,周三,晴,26,15,11,西南风2级,西南风,2级,70 良,70,良
2020-04-16 周四,2020-04-16,04-16,周四,晴~多云,30,19,11,西南风2级,西南风,2级,78 良,78,良
2020-04-17 周五,2020-04-17,04-17,周五,阴~小雨,30,17,13,西北风3级,西北风,3级,97 良,97,良
2020-04-18 周六,2020-04-18,04-18,周六,阴~大雨,19,17,2,东北风3级,东北风,3级,88 良,88,良
2020-04-19 周日,2020-04-19,04-19,周日,小雨~多云,19,14,5,西北风2级,西北风,2级,42 优,42,优
2020-04-20 周一,2020-04-20,04-20,周一,小雨~雷阵雨,21,14,7,东北风2级,东北风,2级,45 优,45,优
2020-04-21 周二,2020-04-21,04-21,周二,中雨~小雨,15,13,2,北风3级,北风,3级,44 优,44,优
2020-04-22 周三,2020-04-22,04-22,周三,阴~阵雨,19,14,5,东北风2级,东北风,2级,43 优,43,优
2020-04-23 周四,2020-04-23,04-23,周四,小雨~多云,19,13,6,西南风1级,西南风,1级,55 良,55,良
2020-04-24 周五,2020-04-24,04-24,周五,晴,23,14,9,西南风1级,西南风,1级,65 良,65,良
2020-04-25 周六,2020-04-25,04-25,周六,阴~多云,26,17,9,西南风2级,西南风,2级,68 良,68,良
2020-04-26 周日,2020-04-26,04-26,周日,晴,29,16,13,西南风2级,西南风,2级,78 良,78,良
2020-04-27 周一,2020-04-27,04-27,周一,晴,30,17,13,西北风2级,西北风,2级,87 良,87,良
2020-04-28 周二,2020-04-28,04-28,周二,多云~晴,26,17,9,东北风2级,东北风,2级,88 良,88,良
2020-04-29 周三,2020-04-29,04-29,周三,晴,31,19,12,西南风2级,西南风,2级,99 良,99,良
2020-04-30 周四,2020-04-30,04-30,周四,阴~雷阵雨,31,22,9,西南风2级,西南风,2级,99 良,99,良
2020-05-01 周五,2020-05-01,05-01,周五,阴~雷阵雨,30,22,8,西南风2级,西南风,2级,92 良,92,良
2020-05-02 周六,2020-05-02,05-02,周六,阴~多云,31,23,8,西南风3级,西南风,3级,84 良,84,良
2020-05-03 周日,2020-05-03,05-03,周日,晴~多云,33,24,9,西南风2级,西南风,2级,55 良,55,良
2020-05-04 周一,2020-05-04,05-04,周一,多云~中雨,35,24,11,南风2级,南风,2级,86 良,86,良
2020-05-05 周二,2020-05-05,05-05,周二,阴~多云,29,21,8,东北风3级,东北风,3级,98 良,98,良
2020-05-06 周三,2020-05-06,05-06,周三,小雨~雷阵雨,25,23,2,东北风2级,东北风,2级,88 良,88,良
2020-05-07 周四,2020-05-07,05-07,周四,小雨~多云,26,24,2,东北风2级,东北风,2级,50 优,50,优
2020-05-08 周五,2020-05-08,05-08,周五,阴~雷阵雨,32,22,10,西南风3级,西南风,3级,43 优,43,优
2020-05-09 周六,2020-05-09,05-09,周六,小雨~雷阵雨,26,18,8,东北风2级,东北风,2级,34 优,34,优
2020-05-10 周日,2020-05-10,05-10,周日,阴~多云,26,19,7,东北风3级,东北风,3级,44 优,44,优
2020-05-11 周一,2020-05-11,05-11,周一,多云~晴,29,19,10,北风3级,北风,3级,63 良,63,良
2020-05-12 周二,2020-05-12,05-12,周二,多云~晴,29,19,10,北风3级,北风,3级,72 良,72,良
2020-05-13 周三,2020-05-13,05-13,周三,多云~雷阵雨,30,23,7,东南风2级,东南风,2级,78 良,78,良
2020-05-14 周四,2020-05-14,05-14,周四,阴~大雨,30,23,7,南风3级,南风,3级,79 良,79,良
2020-05-15 周五,2020-05-15,05-15,周五,中雨,23,21,2,东北风2级,东北风,2级,36 优,36,优
2020-05-16 周六,2020-05-16,05-16,周六,阴,27,23,4,北风1级,北风,1级,34 优,34,优
2020-05-17 周日,2020-05-17,05-17,周日,阴~多云,30,23,7,西南风1级,西南风,1级,56 良,56,良
2020-05-18 周一,2020-05-18,05-18,周一,多云~晴,32,19,13,西北风3级,西北风,3级,66 良,66,良
2020-05-19 周二,2020-05-19,05-19,周二,晴,30,20,10,东北风2级,东北风,2级,63 良,63,良
2020-05-20 周三,2020-05-20,05-20,周三,多云~雷阵雨,30,24,6,东北风2级,东北风,2级,77 良,77,良
2020-05-21 周四,2020-05-21,05-21,周四,小雨~阵雨,22,20,2,东北风2级,东北风,2级,65 良,65,良
2020-05-22 周五,2020-05-22,05-22,周五,阴~多云,27,21,6,东北风2级,东北风,2级,32 优,32,优
2020-05-23 周六,2020-05-23,05-23,周六,多云~晴,30,22,8,东南风1级,东南风,1级,56 良,56,良
2020-05-24 周日,2020-05-24,05-24,周日,晴~多云,33,23,10,东北风2级,东北风,2级,85 良,85,良
2020-05-25 周一,2020-05-25,05-25,周一,小雨~中雨,27,20,7,北风3级,北风,3级,79 良,79,良
2020-05-26 周二,2020-05-26,05-26,周二,阴~多云,27,21,6,西北风2级,西北风,2级,42 优,42,优
2020-05-27 周三,2020-05-27,05-27,周三,阴~多云,27,22,5,西风1级,西风,1级,63 良,63,良
2020-05-28 周四,2020-05-28,05-28,周四,多云~阴,29,22,7,东南风2级,东南风,2级,78 良,78,良
2020-05-29 周五,2020-05-29,05-29,周五,中雨~大雨,24,20,4,东北风2级,东北风,2级,56 良,56,良
2020-05-30 周六,2020-05-30,05-30,周六,中雨~多云,25,21,4,东南风1级,东南风,1级,29 优,29,优
2020-05-31 周日,2020-05-31,05-31,周日,阴~中雨,28,22,6,东南风1级,东南风,1级,39 优,39,优
2020-06-01 周一,2020-06-01,06-01,周一,小雨~雷阵雨,27,23,4,东南风2级,东南风,2级,37 优,37,优
2020-06-02 周二,2020-06-02,06-02,周二,阴~暴雨,32,24,8,西南风2级,西南风,2级,44 优,44,优
2020-06-03 周三,2020-06-03,06-03,周三,小雨~中雨,28,23,5,西南风3级,西南风,3级,26 优,26,优
2020-06-04 周四,2020-06-04,06-04,周四,小雨~中雨,28,23,5,西南风3级,西南风,3级,30 优,30,优
2020-06-05 周五,2020-06-05,06-05,周五,小雨~阵雨,25,23,2,西南风3级,西南风,3级,27 优,27,优
2020-06-06 周六,2020-06-06,06-06,周六,多云,30,24,6,东北风2级,东北风,2级,43 优,43,优
2020-06-07 周日,2020-06-07,06-07,周日,阴~雷阵雨,30,24,6,东北风2级,东北风,2级,37 优,37,优
2020-06-08 周一,2020-06-08,06-08,周一,中雨~阴,29,24,5,东南风2级,东南风,2级,33 优,33,优
2020-06-09 周二,2020-06-09,06-09,周二,大雨~中雨,30,25,5,东南风2级,东南风,2级,20 优,20,优
2020-06-10 周三,2020-06-10,06-10,周三,小雨~雷阵雨,30,25,5,西南风2级,西南风,2级,24 优,24,优
2020-06-11 周四,2020-06-11,06-11,周四,小雨~多云,32,26,6,西南风2级,西南风,2级,29 优,29,优
2020-06-12 周五,2020-06-12,06-12,周五,阴~晴,35,27,8,西南风3级,西南风,3级,38 优,38,优
2020-06-13 周六,2020-06-13,06-13,周六,阴~晴,35,27,8,西南风3级,西南风,3级,44 优,44,优
2020-06-14 周日,2020-06-14,06-14,周日,多云,34,28,6,西南风2级,西南风,2级,28 优,28,优
2020-06-15 周一,2020-06-15,06-15,周一,阴~晴,34,28,6,西南风3级,西南风,3级,25 优,25,优
2020-06-16 周二,2020-06-16,06-16,周二,阴~多云,35,28,7,西南风3级,西南风,3级,29 优,29,优
2020-06-17 周三,2020-06-17,06-17,周三,多云,35,26,9,西南风3级,西南风,3级,27 优,27,优
2020-06-18 周四,2020-06-18,06-18,周四,阴~大雨,34,23,11,西南风3级,西南风,3级,31 优,31,优
2020-06-19 周五,2020-06-19,06-19,周五,中雨~雷阵雨,22,22,0,东北风2级,东北风,2级,25 优,25,优
2020-06-20 周六,2020-06-20,06-20,周六,阴,29,25,4,东北风2级,东北风,2级,38 优,38,优
2020-06-21 周日,2020-06-21,06-21,周日,阴~多云,31,27,4,西北风2级,西北风,2级,52 良,52,良
2020-06-22 周一,2020-06-22,06-22,周一,小雨~多云,34,25,9,西南风2级,西南风,2级,52 良,52,良
2020-06-23 周二,2020-06-23,06-23,周二,中雨~暴雨,31,25,6,西南风2级,西南风,2级,38 优,38,优
2020-06-24 周三,2020-06-24,06-24,周三,大雨~暴雨,26,24,2,东南风1级,东南风,1级,24 优,24,优
2020-06-25 周四,2020-06-25,06-25,周四,中雨~阴,29,25,4,南风2级,南风,2级,23 优,23,优
2020-06-26 周五,2020-06-26,06-26,周五,阴~雷阵雨,30,26,4,西南风2级,西南风,2级,19 优,19,优
2020-06-27 周六,2020-06-27,06-27,周六,小雨~晴,33,28,5,西南风3级,西南风,3级,27 优,27,优
2020-06-28 周日,2020-06-28,06-28,周日,多云~阴,33,26,7,西南风3级,西南风,3级,33 优,33,优
2020-06-29 周一,2020-06-29,06-29,周一,阴~大雨,31,25,6,西南风3级,西南风,3级,37 优,37,优
2020-06-30 周二,2020-06-30,06-30,周二,暴雨~多云,29,26,3,西南风2级,西南风,2级,31 优,31,优
2020-07-01 周三,2020-07-01,07-01,周三,大暴雨~雷阵雨,31,26,5,西南风1级,西南风,1级,46 优,46,优
2020-07-02 周四,2020-07-02,07-02,周四,小雨~雷阵雨,32,26,6,南风2级,南风,2级,44 优,44,优
2020-07-03 周五,2020-07-03,07-03,周五,中雨~雷阵雨,30,25,5,西南风2级,西南风,2级,25 优,25,优
2020-07-04 周六,2020-07-04,07-04,周六,阴~雷阵雨,31,26,5,南风1级,南风,1级,20 优,20,优
2020-07-05 周日,2020-07-05,07-05,周日,阴~多云,30,28,2,西南风3级,西南风,3级,32 优,32,优
2020-07-06 周一,2020-07-06,07-06,周一,阴~雷阵雨,31,27,4,西南风3级,西南风,3级,39 优,39,优
2020-07-07 周二,2020-07-07,07-07,周二,阴~暴雨,32,25,7,西南风2级,西南风,2级,34 优,34,优
2020-07-08 周三,2020-07-08,07-08,周三,大暴雨~大雨,25,24,1,西南风3级,西南风,3级,24 优,24,优
2020-07-09 周四,2020-07-09,07-09,周四,小雨~雷阵雨,27,25,2,西南风1级,西南风,1级,24 优,24,优
2020-07-10 周五,2020-07-10,07-10,周五,大暴雨~阵雨,25,25,0,南风2级,南风,2级,31 优,31,优
2020-07-11 周六,2020-07-11,07-11,周六,阴~多云,33,27,6,南风3级,南风,3级,33 优,33,优
2020-07-12 周日,2020-07-12,07-12,周日,多云~晴,33,28,5,西南风3级,西南风,3级,33 优,33,优
2020-07-13 周一,2020-07-13,07-13,周一,阴~多云,35,27,8,西南风2级,西南风,2级,46 优,46,优
2020-07-14 周二,2020-07-14,07-14,周二,多云,34,27,7,东北风2级,东北风,2级,55 良,55,良
2020-07-15 周三,2020-07-15,07-15,周三,阴~多云,35,26,9,北风2级,北风,2级,59 良,59,良
2020-07-16 周四,2020-07-16,07-16,周四,阴~多云,33,27,6,东北风2级,东北风,2级,42 优,42,优
2020-07-17 周五,2020-07-17,07-17,周五,阴~晴,35,28,7,西南风2级,西南风,2级,52 良,52,良
2020-07-18 周六,2020-07-18,07-18,周六,阴~多云,35,27,8,西南风3级,西南风,3级,44 优,44,优
2020-07-19 周日,2020-07-19,07-19,周日,阴~大雨,33,24,9,西南风3级,西南风,3级,33 优,33,优
2020-07-20 周一,2020-07-20,07-20,周一,暴雨~阴,25,24,1,东北风2级,东北风,2级,28 优,28,优
2020-07-21 周二,2020-07-21,07-21,周二,多云~晴,34,27,7,东南风1级,东南风,1级,40 优,40,优
2020-07-22 周三,2020-07-22,07-22,周三,多云~晴,36,28,8,西南风2级,西南风,2级,52 良,52,良
2020-07-23 周四,2020-07-23,07-23,周四,晴~多云,36,28,8,西南风3级,西南风,3级,47 优,47,优
2020-07-24 周五,2020-07-24,07-24,周五,阴~多云,36,27,9,北风2级,北风,2级,64 良,64,良
2020-07-25 周六,2020-07-25,07-25,周六,阴~雷阵雨,33,26,7,东北风2级,东北风,2级,45 优,45,优
2020-07-26 周日,2020-07-26,07-26,周日,阴~多云,34,27,7,西南风2级,西南风,2级,47 优,47,优
2020-07-27 周一,2020-07-27,07-27,周一,阴~雷阵雨,31,26,5,东北风2级,东北风,2级,36 优,36,优
2020-07-28 周二,2020-07-28,07-28,周二,小雨~雷阵雨,32,26,6,西北风2级,西北风,2级,41 优,41,优
2020-07-29 周三,2020-07-29,07-29,周三,暴雨~多云,33,26,7,东北风2级,东北风,2级,45 优,45,优
2020-07-30 周四,2020-07-30,07-30,周四,多云,33,27,6,东风2级,东风,2级,34 优,34,优
2020-07-31 周五,2020-07-31,07-31,周五,多云~晴,35,28,7,东南风2级,东南风,2级,43 优,43,优
2020-08-01 周六,2020-08-01,08-01,周六,晴,35,27,8,南风1级,南风,1级,34 优,34,优
2020-08-02 周日,2020-08-02,08-02,周日,多云~晴,35,28,7,西南风2级,西南风,2级,35 优,35,优
2020-08-03 周一,2020-08-03,08-03,周一,晴,34,29,5,东南风2级,东南风,2级,48 优,48,优
2020-08-04 周二,2020-08-04,08-04,周二,小雨~多云,36,29,7,东北风1级,东北风,1级,47 优,47,优
2020-08-05 周三,2020-08-05,08-05,周三,晴~多云,35,28,7,南风3级,南风,3级,31 优,31,优
2020-08-06 周四,2020-08-06,08-06,周四,阴~晴,35,29,6,西南风3级,西南风,3级,19 优,19,优
2020-08-07 周五,2020-08-07,08-07,周五,阴~多云,34,30,4,西南风3级,西南风,3级,32 优,32,优
2020-08-08 周六,2020-08-08,08-08,周六,阴~多云,36,29,7,西南风3级,西南风,3级,37 优,37,优
2020-08-09 周日,2020-08-09,08-09,周日,阴~雷阵雨,34,28,6,西南风2级,西南风,2级,41 优,41,优
2020-08-10 周一,2020-08-10,08-10,周一,小雨~雷阵雨,32,27,5,西南风2级,西南风,2级,23 优,23,优
2020-08-11 周二,2020-08-11,08-11,周二,小雨~雷阵雨,34,27,7,东南风2级,东南风,2级,29 优,29,优
2020-08-12 周三,2020-08-12,08-12,周三,小雨~多云,31,27,4,西南风2级,西南风,2级,23 优,23,优
2020-08-13 周四,2020-08-13,08-13,周四,多云~晴,34,28,6,西南风3级,西南风,3级,21 优,21,优
2020-08-14 周五,2020-08-14,08-14,周五,多云~晴,34,28,6,西南风2级,西南风,2级,28 优,28,优
2020-08-15 周六,2020-08-15,08-15,周六,多云~晴,36,28,8,西南风2级,西南风,2级,36 优,36,优
2020-08-16 周日,2020-08-16,08-16,周日,晴,35,28,7,南风2级,南风,2级,35 优,35,优
2020-08-17 周一,2020-08-17,08-17,周一,多云~晴,35,28,7,东南风1级,东南风,1级,45 优,45,优
2020-08-18 周二,2020-08-18,08-18,周二,多云~晴,35,28,7,东南风2级,东南风,2级,39 优,39,优
2020-08-19 周三,2020-08-19,08-19,周三,阴~晴,36,28,8,东南风2级,东南风,2级,53 良,53,良
2020-08-20 周四,2020-08-20,08-20,周四,阴~雷阵雨,36,26,10,西南风2级,西南风,2级,41 优,41,优
2020-08-21 周五,2020-08-21,08-21,周五,阴~多云,35,27,8,东北风2级,东北风,2级,39 优,39,优
2020-08-22 周六,2020-08-22,08-22,周六,多云,34,27,7,东北风2级,东北风,2级,48 优,48,优
2020-08-23 周日,2020-08-23,08-23,周日,晴,35,28,7,西风1级,西风,1级,48 优,48,优
2020-08-24 周一,2020-08-24,08-24,周一,晴~多云,37,27,10,西南风2级,西南风,2级,61 良,61,良
2020-08-25 周二,2020-08-25,08-25,周二,阴~中雨,36,25,11,西北风2级,西北风,2级,53 良,53,良
2020-08-26 周三,2020-08-26,08-26,周三,中雨~多云,27,24,3,西北风2级,西北风,2级,35 优,35,优
2020-08-27 周四,2020-08-27,08-27,周四,多云~晴,33,25,8,北风2级,北风,2级,49 优,49,优
2020-08-28 周五,2020-08-28,08-28,周五,晴,34,25,9,北风2级,北风,2级,49 优,49,优
2020-08-29 周六,2020-08-29,08-29,周六,多云~晴,33,26,7,东北风2级,东北风,2级,54 良,54,良
2020-08-30 周日,2020-08-30,08-30,周日,晴~多云,33,27,6,东北风2级,东北风,2级,54 良,54,良
2020-08-31 周一,2020-08-31,08-31,周一,多云,34,27,7,北风3级,北风,3级,55 良,55,良
2020-09-01 周二,2020-09-01,09-01,周二,多云~晴,33,27,6,北风3级,北风,3级,51 良,51,良
2020-09-02 周三,2020-09-02,09-02,周三,多云~晴,33,25,8,西北风3级,西北风,3级,59 良,59,良
2020-09-03 周四,2020-09-03,09-03,周四,晴~多云,34,24,10,东北风2级,东北风,2级,58 良,58,良
2020-09-04 周五,2020-09-04,09-04,周五,阴~多云,28,22,6,西南风2级,西南风,2级,65 良,65,良
2020-09-05 周六,2020-09-05,09-05,周六,晴~多云,30,25,5,东北风1级,东北风,1级,45 优,45,优
2020-09-06 周日,2020-09-06,09-06,周日,多云~晴,33,24,9,东北风2级,东北风,2级,62 良,62,良
2020-09-07 周一,2020-09-07,09-07,周一,多云~晴,33,24,9,西北风2级,西北风,2级,62 良,62,良
2020-09-08 周二,2020-09-08,09-08,周二,多云,32,24,8,南风2级,南风,2级,55 良,55,良
2020-09-09 周三,2020-09-09,09-09,周三,多云,32,24,8,东北风2级,东北风,2级,55 良,55,良
2020-09-10 周四,2020-09-10,09-10,周四,暴雨~小雨,28,23,5,东北风2级,东北风,2级,63 良,63,良
2020-09-11 周五,2020-09-11,09-11,周五,阴,29,24,5,北风3级,北风,3级,37 优,37,优
2020-09-12 周六,2020-09-12,09-12,周六,阴,28,23,5,北风2级,北风,2级,57 良,57,良
2020-09-13 周日,2020-09-13,09-13,周日,小雨,25,22,3,北风2级,北风,2级,52 良,52,良
2020-09-14 周一,2020-09-14,09-14,周一,小雨,24,22,2,东北风2级,东北风,2级,41 优,41,优
2020-09-15 周二,2020-09-15,09-15,周二,阴~小雨,27,23,4,东北风1级,东北风,1级,53 良,53,良
2020-09-16 周三,2020-09-16,09-16,周三,小雨~大雨,26,21,5,东北风2级,东北风,2级,35 优,35,优
2020-09-17 周四,2020-09-17,09-17,周四,小雨,22,19,3,北风3级,北风,3级,24 优,24,优
2020-09-18 周五,2020-09-18,09-18,周五,小雨~中雨,20,18,2,北风3级,北风,3级,28 优,28,优
2020-09-19 周六,2020-09-19,09-19,周六,中雨~阴,23,19,4,北风2级,北风,2级,33 优,33,优
2020-09-20 周日,2020-09-20,09-20,周日,中雨~阴,22,19,3,东北风2级,东北风,2级,21 优,21,优
2020-09-21 周一,2020-09-21,09-21,周一,小雨~中雨,20,19,1,东北风2级,东北风,2级,22 优,22,优
2020-09-22 周二,2020-09-22,09-22,周二,中雨~小雨,20,18,2,东北风2级,东北风,2级,20 优,20,优
2020-09-23 周三,2020-09-23,09-23,周三,小雨,21,18,3,西北风2级,西北风,2级,29 优,29,优
2020-09-24 周四,2020-09-24,09-24,周四,小雨~多云,26,19,7,北风2级,北风,2级,41 优,41,优
2020-09-25 周五,2020-09-25,09-25,周五,阴~小雨,25,20,5,北风2级,北风,2级,58 良,58,良
2020-09-26 周六,2020-09-26,09-26,周六,小雨,22,18,4,北风2级,北风,2级,61 良,61,良
2020-09-27 周日,2020-09-27,09-27,周日,阴~小雨,23,19,4,东北风1级,东北风,1级,46 优,46,优
2020-09-28 周一,2020-09-28,09-28,周一,阴~小雨,23,20,3,东南风1级,东南风,1级,56 良,56,良
2020-09-29 周二,2020-09-29,09-29,周二,中雨~小雨,21,20,1,东北风1级,东北风,1级,28 优,28,优
2020-09-30 周三,2020-09-30,09-30,周三,多云~晴,27,19,8,东北风3级,东北风,3级,49 优,49,优
2020-10-01 周四,2020-10-01,10-01,周四,多云,28,21,7,东北风2级,东北风,2级,55 良,55,良
2020-10-02 周五,2020-10-02,10-02,周五,多云~阵雨,28,23,5,东北风1级,东北风,1级,64 良,64,良
2020-10-03 周六,2020-10-03,10-03,周六,阴~阵雨,30,20,10,北风2级,北风,2级,63 良,63,良
2020-10-04 周日,2020-10-04,10-04,周日,大雨~小雨,19,15,4,北风3级,北风,3级,17 优,17,优
2020-10-05 周一,2020-10-05,10-05,周一,阴,18,16,2,北风4级,北风,4级,53 良,53,良
2020-10-06 周二,2020-10-06,10-06,周二,阴,17,15,2,北风3级,北风,3级,43 优,43,优
2020-10-07 周三,2020-10-07,10-07,周三,阴~多云,19,16,3,北风3级,北风,3级,56 良,56,良
2020-10-08 周四,2020-10-08,10-08,周四,晴,23,16,7,北风3级,北风,3级,54 良,54,良
2020-10-09 周五,2020-10-09,10-09,周五,晴,25,17,8,北风3级,北风,3级,54 良,54,良
2020-10-10 周六,2020-10-10,10-10,周六,晴,26,18,8,北风2级,北风,2级,55 良,55,良
2020-10-11 周日,2020-10-11,10-11,周日,晴,27,19,8,东北风2级,东北风,2级,61 良,61,良
2020-10-12 周一,2020-10-12,10-12,周一,晴,27,19,8,北风3级,北风,3级,75 良,75,良
2020-10-13 周二,2020-10-13,10-13,周二,晴~多云,26,19,7,东北风3级,东北风,3级,63 良,63,良
2020-10-14 周三,2020-10-14,10-14,周三,阴,24,18,6,北风3级,北风,3级,66 良,66,良
2020-10-15 周四,2020-10-15,10-15,周四,小雨,20,16,4,北风3级,北风,3级,38 优,38,优
2020-10-16 周五,2020-10-16,10-16,周五,小雨,18,15,3,北风3级,北风,3级,15 优,15,优
2020-10-17 周六,2020-10-17,10-17,周六,阴~小雨,17,16,1,北风3级,北风,3级,35 优,35,优
2020-10-18 周日,2020-10-18,10-18,周日,小雨,17,15,2,北风2级,北风,2级,53 良,53,良
2020-10-19 周一,2020-10-19,10-19,周一,阴~多云,19,15,4,北风3级,北风,3级,82 良,82,良
2020-10-20 周二,2020-10-20,10-20,周二,晴~小雨,22,17,5,北风3级,北风,3级,68 良,68,良
2020-10-21 周三,2020-10-21,10-21,周三,阴~多云,21,16,5,北风3级,北风,3级,49 优,49,优
2020-10-22 周四,2020-10-22,10-22,周四,晴,24,14,10,北风3级,北风,3级,69 良,69,良
2020-10-23 周五,2020-10-23,10-23,周五,晴,23,14,9,东北风3级,东北风,3级,103 轻度,103,轻度
2020-10-24 周六,2020-10-24,10-24,周六,多云,21,14,7,东北风2级,东北风,2级,89 良,89,良
2020-10-25 周日,2020-10-25,10-25,周日,多云~阴,23,17,6,东北风1级,东北风,1级,73 良,73,良
2020-10-26 周一,2020-10-26,10-26,周一,多云,22,17,5,北风1级,北风,1级,74 良,74,良
2020-10-27 周二,2020-10-27,10-27,周二,晴~多云,25,19,6,北风2级,北风,2级,80 良,80,良
2020-10-28 周三,2020-10-28,10-28,周三,多云~阴,24,18,6,北风3级,北风,3级,73 良,73,良
